"","station_id","stationname","date","daytype","rides","yearNumber"
"304419",40890,"O'Hare Airport","07/12/2014","A",9081,"2014"
"304880",40890,"O'Hare Airport","09/06/2009","U",7369,"2009"
"305144",40890,"O'Hare Airport","03/17/2011","W",9034,"2011"
"305182",40890,"O'Hare Airport","05/10/2003","A",5801,"2003"
"305232",40890,"O'Hare Airport","05/07/2012","W",11223,"2012"
"305296",40890,"O'Hare Airport","12/31/2008","W",7437,"2008"
"305340",40890,"O'Hare Airport","08/28/2013","W",9735,"2013"
"305611",40890,"O'Hare Airport","02/25/2008","W",7871,"2008"
"305625",40890,"O'Hare Airport","11/05/2012","W",9640,"2012"
"306144",40890,"O'Hare Airport","12/10/2001","W",7310,"2001"
"306184",40890,"O'Hare Airport","12/06/2015","U",8926,"2015"
"306245",40890,"O'Hare Airport","04/07/2017","W",11979,"2017"
"306362",40890,"O'Hare Airport","09/13/2006","W",9585,"2006"
"306446",40890,"O'Hare Airport","04/19/2016","W",10370,"2016"
"306581",40890,"O'Hare Airport","09/24/2014","W",10029,"2014"
"306766",40890,"O'Hare Airport","11/06/2001","W",6529,"2001"
"306789",40890,"O'Hare Airport","01/13/2007","A",7576,"2007"
"306995",40890,"O'Hare Airport","11/12/2005","A",7280,"2005"
"307130",40890,"O'Hare Airport","01/12/2001","W",8674,"2001"
"307148",40890,"O'Hare Airport","01/08/2003","W",7151,"2003"
"307448",40890,"O'Hare Airport","08/05/2001","U",8495,"2001"
"307584",40890,"O'Hare Airport","03/29/2013","W",9869,"2013"
"307715",40890,"O'Hare Airport","04/23/2011","A",7324,"2011"
"308051",40890,"O'Hare Airport","04/21/2009","W",7536,"2009"
"308305",40890,"O'Hare Airport","01/23/2012","W",8774,"2012"
"308540",40890,"O'Hare Airport","03/11/2006","A",7249,"2006"
"308763",40890,"O'Hare Airport","08/18/2015","W",11951,"2015"
"308855",40890,"O'Hare Airport","04/06/2014","U",7810,"2014"
"309248",40890,"O'Hare Airport","01/29/2014","W",7312,"2014"
"309806",40890,"O'Hare Airport","09/17/2016","A",10490,"2016"
"309998",40890,"O'Hare Airport","10/21/2002","W",9367,"2002"
"310124",40890,"O'Hare Airport","03/22/2003","A",6089,"2003"
"310424",40890,"O'Hare Airport","02/24/2004","W",7090,"2004"
"310460",40890,"O'Hare Airport","12/11/2015","W",11939,"2015"
"310489",40890,"O'Hare Airport","12/03/2006","U",7039,"2006"
"310661",40890,"O'Hare Airport","10/18/2010","W",9973,"2010"
"310711",40890,"O'Hare Airport","01/24/2015","A",7379,"2015"
"310871",40890,"O'Hare Airport","08/15/2009","A",7820,"2009"
"310906",40890,"O'Hare Airport","07/27/2007","W",11115,"2007"
"311088",40890,"O'Hare Airport","02/24/2012","W",9015,"2012"
"311534",40890,"O'Hare Airport","12/10/2004","W",9494,"2004"
"311836",40890,"O'Hare Airport","04/09/2009","W",8955,"2009"
"312028",40890,"O'Hare Airport","06/10/2005","W",13245,"2005"
"312126",40890,"O'Hare Airport","12/23/2004","W",7750,"2004"
"312146",40890,"O'Hare Airport","07/08/2010","W",9126,"2010"
"312197",40890,"O'Hare Airport","06/04/2007","W",9551,"2007"
"312377",40890,"O'Hare Airport","08/17/2010","W",9193,"2010"
"312472",40890,"O'Hare Airport","03/25/2012","U",9770,"2012"
"313008",40890,"O'Hare Airport","08/20/2015","W",13491,"2015"
"313009",40890,"O'Hare Airport","11/06/2002","W",7864,"2002"
"313035",40890,"O'Hare Airport","08/16/2016","W",11903,"2016"
"313084",40890,"O'Hare Airport","04/08/2007","U",8586,"2007"
"313294",40890,"O'Hare Airport","03/11/2005","W",9746,"2005"
"313322",40890,"O'Hare Airport","10/15/2011","A",9143,"2011"
"313481",40890,"O'Hare Airport","08/23/2015","U",12077,"2015"
"313541",40890,"O'Hare Airport","12/01/2011","W",9082,"2011"
"313596",40890,"O'Hare Airport","11/25/2001","U",11550,"2001"
"313914",40890,"O'Hare Airport","10/05/2011","W",8933,"2011"
"313974",40890,"O'Hare Airport","07/15/2016","W",14894,"2016"
"313976",40890,"O'Hare Airport","10/14/2012","U",9175,"2012"
"314011",40890,"O'Hare Airport","01/31/2003","W",7297,"2003"
"314032",40890,"O'Hare Airport","12/07/2011","W",8038,"2011"
"314049",40890,"O'Hare Airport","05/05/2009","W",7754,"2009"
"314735",40890,"O'Hare Airport","01/14/2016","W",9743,"2016"
"314772",40890,"O'Hare Airport","02/27/2004","W",8443,"2004"
"314843",40890,"O'Hare Airport","12/14/2006","W",9385,"2006"
"314922",40890,"O'Hare Airport","09/26/2006","W",9037,"2006"
"315287",40890,"O'Hare Airport","02/02/2014","U",6954,"2014"
"315343",40890,"O'Hare Airport","11/25/2006","A",10300,"2006"
"315478",40890,"O'Hare Airport","01/25/2010","W",7325,"2010"
"315709",40890,"O'Hare Airport","10/05/2001","W",10778,"2001"
"315830",40890,"O'Hare Airport","10/30/2016","U",10610,"2016"
"315894",40890,"O'Hare Airport","04/28/2013","U",8999,"2013"
"316041",40890,"O'Hare Airport","06/14/2002","W",9178,"2002"
"316309",40890,"O'Hare Airport","02/26/2015","W",9863,"2015"
"316454",40890,"O'Hare Airport","05/07/2015","W",12080,"2015"
"316606",40890,"O'Hare Airport","04/21/2015","W",10685,"2015"
"316804",40890,"O'Hare Airport","12/17/2004","W",9103,"2004"
"317053",40890,"O'Hare Airport","02/18/2005","W",9502,"2005"
"317185",40890,"O'Hare Airport","02/23/2010","W",6883,"2010"
"317238",40890,"O'Hare Airport","12/25/2012","U",6892,"2012"
"317316",40890,"O'Hare Airport","03/21/2008","W",9177,"2008"
"317819",40890,"O'Hare Airport","02/07/2012","W",7223,"2012"
"317870",40890,"O'Hare Airport","07/05/2014","A",8128,"2014"
"317980",40890,"O'Hare Airport","09/21/2001","W",7845,"2001"
"318075",40890,"O'Hare Airport","03/14/2001","W",7813,"2001"
"318112",40890,"O'Hare Airport","10/15/2003","W",8154,"2003"
"318368",40890,"O'Hare Airport","08/29/2008","W",12143,"2008"
"318427",40890,"O'Hare Airport","11/02/2009","W",8693,"2009"
"318478",40890,"O'Hare Airport","04/09/2015","W",9197,"2015"
"318618",40890,"O'Hare Airport","06/30/2014","W",9127,"2014"
"318824",40890,"O'Hare Airport","08/05/2003","W",8111,"2003"
"318868",40890,"O'Hare Airport","06/09/2014","W",10724,"2014"
"318921",40890,"O'Hare Airport","08/02/2016","W",11666,"2016"
"319045",40890,"O'Hare Airport","01/21/2002","W",7511,"2002"
"319077",40890,"O'Hare Airport","05/12/2017","W",12693,"2017"
"319403",40890,"O'Hare Airport","09/20/2009","U",8130,"2009"
"319414",40890,"O'Hare Airport","08/28/2009","W",10445,"2009"
"319433",40890,"O'Hare Airport","08/13/2003","W",8388,"2003"
"319691",40890,"O'Hare Airport","08/04/2007","A",9310,"2007"
"319756",40890,"O'Hare Airport","09/15/2014","W",10628,"2014"
"319803",40890,"O'Hare Airport","05/11/2002","A",5760,"2002"
"319841",40890,"O'Hare Airport","10/25/2008","A",7821,"2008"
"319878",40890,"O'Hare Airport","05/18/2016","W",11636,"2016"
"319946",40890,"O'Hare Airport","12/06/2014","A",7508,"2014"
"320221",40890,"O'Hare Airport","10/17/2016","W",12086,"2016"
"320339",40890,"O'Hare Airport","06/16/2004","W",8560,"2004"
"320425",40890,"O'Hare Airport","12/30/2007","U",7620,"2007"
"320434",40890,"O'Hare Airport","08/01/2010","U",9008,"2010"
"320490",40890,"O'Hare Airport","12/05/2004","U",6986,"2004"
"320655",40890,"O'Hare Airport","09/30/2002","W",9201,"2002"
"321162",40890,"O'Hare Airport","01/29/2013","W",7181,"2013"
"321248",40890,"O'Hare Airport","11/25/2013","W",8600,"2013"
"321629",40890,"O'Hare Airport","03/09/2001","W",8849,"2001"
"321922",40890,"O'Hare Airport","04/28/2008","W",8794,"2008"
"322066",40890,"O'Hare Airport","12/24/2009","W",6404,"2009"
"322596",40890,"O'Hare Airport","08/13/2015","W",14316,"2015"
"322836",40890,"O'Hare Airport","08/22/2015","A",10884,"2015"
"322976",40890,"O'Hare Airport","12/17/2016","A",7924,"2016"
"323010",40890,"O'Hare Airport","01/11/2006","W",7623,"2006"
"323234",40890,"O'Hare Airport","06/02/2001","A",5088,"2001"
"323238",40890,"O'Hare Airport","10/01/2001","W",7828,"2001"
"323413",40890,"O'Hare Airport","09/07/2015","U",14392,"2015"
"323917",40890,"O'Hare Airport","09/07/2009","U",10923,"2009"
"324162",40890,"O'Hare Airport","05/23/2013","W",11424,"2013"
"324181",40890,"O'Hare Airport","08/16/2006","W",9905,"2006"
"324622",40890,"O'Hare Airport","07/15/2003","W",7417,"2003"
"324721",40890,"O'Hare Airport","09/19/2006","W",8769,"2006"
"324906",40890,"O'Hare Airport","07/01/2010","W",10269,"2010"
"325076",40890,"O'Hare Airport","05/08/2017","W",11185,"2017"
"325205",40890,"O'Hare Airport","06/10/2006","A",8020,"2006"
"325269",40890,"O'Hare Airport","07/14/2002","U",7751,"2002"
"325573",40890,"O'Hare Airport","10/20/2007","A",7340,"2007"
"325686",40890,"O'Hare Airport","02/18/2016","W",9478,"2016"
"325693",40890,"O'Hare Airport","07/04/2002","U",7017,"2002"
"325739",40890,"O'Hare Airport","07/04/2014","U",9740,"2014"
"325901",40890,"O'Hare Airport","11/18/2009","W",7238,"2009"
"326052",40890,"O'Hare Airport","06/20/2017","W",11788,"2017"
"326128",40890,"O'Hare Airport","02/10/2011","W",7826,"2011"
"326233",40890,"O'Hare Airport","03/18/2012","U",8410,"2012"
"326423",40890,"O'Hare Airport","11/23/2011","W",10122,"2011"
"326498",40890,"O'Hare Airport","07/05/2010","U",10646,"2010"
"326513",40890,"O'Hare Airport","04/30/2006","U",8068,"2006"
"326605",40890,"O'Hare Airport","07/23/2016","A",9601,"2016"
"326616",40890,"O'Hare Airport","11/29/2004","W",11998,"2004"
"326724",40890,"O'Hare Airport","05/22/2016","U",11324,"2016"
"326751",40890,"O'Hare Airport","08/12/2013","W",10999,"2013"
"326990",40890,"O'Hare Airport","09/09/2005","W",10686,"2005"
"327013",40890,"O'Hare Airport","07/18/2005","W",10186,"2005"
"327101",40890,"O'Hare Airport","06/17/2004","W",9439,"2004"
"327124",40890,"O'Hare Airport","03/30/2009","W",9274,"2009"
"327325",40890,"O'Hare Airport","07/20/2003","U",7398,"2003"
"327349",40890,"O'Hare Airport","09/06/2014","A",9716,"2014"
"327386",40890,"O'Hare Airport","10/31/2012","W",8571,"2012"
"327564",40890,"O'Hare Airport","01/08/2002","W",6419,"2002"
"327831",40890,"O'Hare Airport","11/22/2001","U",5171,"2001"
"327929",40890,"O'Hare Airport","11/07/2012","W",8626,"2012"
"327989",40890,"O'Hare Airport","12/06/2002","W",9035,"2002"
"328279",40890,"O'Hare Airport","04/02/2004","W",9008,"2004"
"328287",40890,"O'Hare Airport","02/10/2016","W",8213,"2016"
"328545",40890,"O'Hare Airport","06/07/2012","W",11853,"2012"
"328592",40890,"O'Hare Airport","01/01/2007","U",7787,"2007"
"328696",40890,"O'Hare Airport","11/22/2011","W",8752,"2011"
"328762",40890,"O'Hare Airport","08/19/2015","W",12482,"2015"
"329177",40890,"O'Hare Airport","12/23/2011","W",7998,"2011"
"329381",40890,"O'Hare Airport","09/28/2009","W",8734,"2009"
"329427",40890,"O'Hare Airport","06/05/2013","W",10001,"2013"
"329587",40890,"O'Hare Airport","09/16/2011","W",12022,"2011"
"329845",40890,"O'Hare Airport","10/06/2008","W",9320,"2008"
"330136",40890,"O'Hare Airport","12/06/2004","W",8182,"2004"
"330366",40890,"O'Hare Airport","08/02/2004","W",10020,"2004"
"330462",40890,"O'Hare Airport","02/16/2001","W",8593,"2001"
"330487",40890,"O'Hare Airport","06/13/2001","W",8698,"2001"
"330588",40890,"O'Hare Airport","09/07/2007","W",10030,"2007"
"330614",40890,"O'Hare Airport","09/21/2015","W",12841,"2015"
"330846",40890,"O'Hare Airport","09/15/2010","W",8872,"2010"
"330870",40890,"O'Hare Airport","02/27/2010","A",5788,"2010"
"331020",40890,"O'Hare Airport","05/27/2006","A",8600,"2006"
"331089",40890,"O'Hare Airport","05/01/2006","W",9950,"2006"
"331516",40890,"O'Hare Airport","09/06/2013","W",11293,"2013"
"331721",40890,"O'Hare Airport","08/20/2001","W",10465,"2001"
"331750",40890,"O'Hare Airport","10/11/2016","W",10982,"2016"
"331758",40890,"O'Hare Airport","06/22/2001","W",10710,"2001"
"331769",40890,"O'Hare Airport","10/28/2015","W",10643,"2015"
"331776",40890,"O'Hare Airport","04/18/2009","A",6376,"2009"
"331779",40890,"O'Hare Airport","11/01/2007","W",9349,"2007"
"331865",40890,"O'Hare Airport","10/29/2004","W",10522,"2004"
"331921",40890,"O'Hare Airport","07/04/2013","U",9125,"2013"
"331949",40890,"O'Hare Airport","05/30/2001","W",8702,"2001"
"332065",40890,"O'Hare Airport","04/19/2010","W",9315,"2010"
"332235",40890,"O'Hare Airport","09/12/2006","W",8997,"2006"
"332338",40890,"O'Hare Airport","02/12/2015","W",9244,"2015"
"332472",40890,"O'Hare Airport","11/09/2006","W",10551,"2006"
"332545",40890,"O'Hare Airport","03/02/2006","W",8282,"2006"
"332784",40890,"O'Hare Airport","11/16/2008","U",7170,"2008"
"332983",40890,"O'Hare Airport","04/06/2003","U",6397,"2003"
"332995",40890,"O'Hare Airport","02/26/2005","A",6379,"2005"
"333253",40890,"O'Hare Airport","08/18/2009","W",8529,"2009"
"333353",40890,"O'Hare Airport","09/17/2002","W",8136,"2002"
"333491",40890,"O'Hare Airport","05/26/2016","W",14216,"2016"
"333628",40890,"O'Hare Airport","01/26/2009","W",7542,"2009"
"333692",40890,"O'Hare Airport","04/03/2003","W",7351,"2003"
"333754",40890,"O'Hare Airport","05/23/2014","W",14054,"2014"
"334110",40890,"O'Hare Airport","03/23/2016","W",10119,"2016"
"334224",40890,"O'Hare Airport","03/26/2009","W",8575,"2009"
"334250",40890,"O'Hare Airport","06/20/2011","W",10422,"2011"
"334270",40890,"O'Hare Airport","12/27/2005","W",10885,"2005"
"334300",40890,"O'Hare Airport","12/01/2004","W",8074,"2004"
"334663",40890,"O'Hare Airport","05/12/2004","W",7618,"2004"
"334725",40890,"O'Hare Airport","10/25/2013","W",12325,"2013"
"334809",40890,"O'Hare Airport","06/20/2003","W",9895,"2003"
"334883",40890,"O'Hare Airport","02/21/2006","W",8349,"2006"
"334963",40890,"O'Hare Airport","12/02/2008","W",8839,"2008"
"335008",40890,"O'Hare Airport","01/14/2004","W",6703,"2004"
"335066",40890,"O'Hare Airport","06/28/2003","A",6744,"2003"
"335338",40890,"O'Hare Airport","01/29/2002","W",6380,"2002"
"335363",40890,"O'Hare Airport","01/18/2005","W",7566,"2005"
"335457",40890,"O'Hare Airport","05/07/2009","W",8094,"2009"
"335473",40890,"O'Hare Airport","12/27/2007","W",10690,"2007"
"335530",40890,"O'Hare Airport","12/08/2006","W",10411,"2006"
"335599",40890,"O'Hare Airport","08/18/2005","W",9847,"2005"
"335637",40890,"O'Hare Airport","02/07/2010","U",5914,"2010"
"335830",40890,"O'Hare Airport","07/18/2008","W",0,"2008"
"336379",40890,"O'Hare Airport","01/18/2011","W",7680,"2011"
"336439",40890,"O'Hare Airport","12/03/2010","W",9519,"2010"
"336448",40890,"O'Hare Airport","06/01/2013","A",8757,"2013"
"336688",40890,"O'Hare Airport","04/15/2008","W",7979,"2008"
"336768",40890,"O'Hare Airport","04/30/2008","W",8369,"2008"
"336914",40890,"O'Hare Airport","04/28/2016","W",12015,"2016"
"337159",40890,"O'Hare Airport","10/27/2016","W",13475,"2016"
"337389",40890,"O'Hare Airport","08/21/2014","W",12352,"2014"
"337390",40890,"O'Hare Airport","11/09/2009","W",8571,"2009"
"337641",40890,"O'Hare Airport","07/30/2006","U",9071,"2006"
"337939",40890,"O'Hare Airport","12/15/2006","W",10182,"2006"
"337985",40890,"O'Hare Airport","05/29/2014","W",11515,"2014"
"338141",40890,"O'Hare Airport","11/18/2003","W",7436,"2003"
"338342",40890,"O'Hare Airport","02/18/2012","A",6788,"2012"
"338484",40890,"O'Hare Airport","07/26/2011","W",9589,"2011"
"338485",40890,"O'Hare Airport","08/16/2002","W",10111,"2002"
"338710",40890,"O'Hare Airport","04/28/2010","W",7796,"2010"
"338719",40890,"O'Hare Airport","07/16/2010","W",12186,"2010"
"338771",40890,"O'Hare Airport","02/03/2014","W",8284,"2014"
"338772",40890,"O'Hare Airport","07/17/2001","W",8864,"2001"
"338776",40890,"O'Hare Airport","02/11/2008","W",7637,"2008"
"339391",40890,"O'Hare Airport","08/20/2005","A",8094,"2005"
"339572",40890,"O'Hare Airport","04/12/2002","W",8453,"2002"
"339766",40890,"O'Hare Airport","11/20/2011","U",8028,"2011"
"339771",40890,"O'Hare Airport","03/02/2013","A",7090,"2013"
"339789",40890,"O'Hare Airport","08/29/2016","W",11522,"2016"
"339944",40890,"O'Hare Airport","06/10/2015","W",11680,"2015"
"340127",40890,"O'Hare Airport","01/12/2014","U",7629,"2014"
"340219",40890,"O'Hare Airport","08/27/2015","W",13146,"2015"
"340281",40890,"O'Hare Airport","04/21/2001","A",6662,"2001"
"340510",40890,"O'Hare Airport","06/18/2017","U",11550,"2017"
"340727",40890,"O'Hare Airport","01/22/2010","W",7555,"2010"
"341056",40890,"O'Hare Airport","07/14/2010","W",9404,"2010"
"341255",40890,"O'Hare Airport","08/13/2007","W",10156,"2007"
"341405",40890,"O'Hare Airport","12/02/2015","W",9636,"2015"
"341450",40890,"O'Hare Airport","09/02/2009","W",7696,"2009"
"341464",40890,"O'Hare Airport","09/09/2004","W",9824,"2004"
"341494",40890,"O'Hare Airport","12/04/2005","U",7183,"2005"
"341555",40890,"O'Hare Airport","05/08/2007","W",8589,"2007"
"341690",40890,"O'Hare Airport","11/21/2010","U",7452,"2010"
"341692",40890,"O'Hare Airport","07/17/2010","A",9005,"2010"
"341775",40890,"O'Hare Airport","12/11/2013","W",8038,"2013"
"341872",40890,"O'Hare Airport","02/07/2011","W",7905,"2011"
"341908",40890,"O'Hare Airport","04/21/2002","U",6724,"2002"
"341990",40890,"O'Hare Airport","08/10/2016","W",11771,"2016"
"341991",40890,"O'Hare Airport","10/19/2010","W",8511,"2010"
"342259",40890,"O'Hare Airport","02/10/2007","A",6122,"2007"
"342524",40890,"O'Hare Airport","06/13/2005","W",10645,"2005"
"342529",40890,"O'Hare Airport","12/18/2002","W",7400,"2002"
"342621",40890,"O'Hare Airport","02/21/2012","W",8241,"2012"
"343001",40890,"O'Hare Airport","10/05/2009","W",9058,"2009"
"343291",40890,"O'Hare Airport","02/11/2002","W",7124,"2002"
"343295",40890,"O'Hare Airport","04/07/2009","W",7568,"2009"
"343693",40890,"O'Hare Airport","12/05/2011","W",8755,"2011"
"343919",40890,"O'Hare Airport","11/05/2006","U",8905,"2006"
"343920",40890,"O'Hare Airport","08/22/2004","U",8452,"2004"
"343957",40890,"O'Hare Airport","12/15/2004","W",8012,"2004"
"343980",40890,"O'Hare Airport","05/08/2005","U",7901,"2005"
"343984",40890,"O'Hare Airport","07/28/2009","W",8571,"2009"
"343995",40890,"O'Hare Airport","12/06/2012","W",9426,"2012"
"344239",40890,"O'Hare Airport","04/27/2012","W",11033,"2012"
"344680",40890,"O'Hare Airport","01/15/2014","W",7816,"2014"
"344744",40890,"O'Hare Airport","01/14/2002","W",6866,"2002"
"344872",40890,"O'Hare Airport","02/09/2012","W",8359,"2012"
"345123",40890,"O'Hare Airport","08/13/2013","W",10139,"2013"
"345129",40890,"O'Hare Airport","06/03/2005","W",10012,"2005"
"345214",40890,"O'Hare Airport","02/27/2016","A",7753,"2016"
"345446",40890,"O'Hare Airport","09/08/2003","W",8530,"2003"
"345464",40890,"O'Hare Airport","02/14/2009","A",5966,"2009"
"345484",40890,"O'Hare Airport","10/11/2007","W",9650,"2007"
"345740",40890,"O'Hare Airport","11/15/2006","W",8798,"2006"
"345956",40890,"O'Hare Airport","05/15/2015","W",14532,"2015"
"346226",40890,"O'Hare Airport","02/27/2005","U",6911,"2005"
"346276",40890,"O'Hare Airport","11/18/2016","W",12178,"2016"
"346357",40890,"O'Hare Airport","02/13/2017","W",9466,"2017"
"346676",40890,"O'Hare Airport","01/05/2004","W",8780,"2004"
"346711",40890,"O'Hare Airport","02/08/2008","W",8049,"2008"
"346763",40890,"O'Hare Airport","06/19/2002","W",8231,"2002"
"346912",40890,"O'Hare Airport","05/25/2006","W",10307,"2006"
"347106",40890,"O'Hare Airport","09/08/2007","A",7596,"2007"
"347174",40890,"O'Hare Airport","08/12/2008","W",9147,"2008"
"347304",40890,"O'Hare Airport","02/18/2006","A",6040,"2006"
"347439",40890,"O'Hare Airport","07/14/2005","W",10428,"2005"
"347522",40890,"O'Hare Airport","03/06/2002","W",6786,"2002"
"347625",40890,"O'Hare Airport","07/15/2002","W",9111,"2002"
"347628",40890,"O'Hare Airport","07/14/2001","A",7629,"2001"
"347701",40890,"O'Hare Airport","01/09/2013","W",6835,"2013"
"347713",40890,"O'Hare Airport","01/29/2011","A",5617,"2011"
"347733",40890,"O'Hare Airport","09/09/2016","W",12675,"2016"
"347827",40890,"O'Hare Airport","08/05/2007","U",8887,"2007"
"347887",40890,"O'Hare Airport","06/24/2003","W",8984,"2003"
"348090",40890,"O'Hare Airport","11/16/2007","W",9953,"2007"
"348483",40890,"O'Hare Airport","07/12/2015","U",11870,"2015"
"348871",40890,"O'Hare Airport","06/11/2010","W",11481,"2010"
"348948",40890,"O'Hare Airport","12/22/2013","U",7450,"2013"
"349028",40890,"O'Hare Airport","11/11/2016","W",13682,"2016"
"349078",40890,"O'Hare Airport","10/03/2009","A",6815,"2009"
"349093",40890,"O'Hare Airport","08/01/2016","W",13134,"2016"
"349234",40890,"O'Hare Airport","06/08/2006","W",10708,"2006"
"349320",40890,"O'Hare Airport","05/24/2017","W",11541,"2017"
"349643",40890,"O'Hare Airport","08/01/2006","W",9638,"2006"
"349716",40890,"O'Hare Airport","04/04/2009","A",6598,"2009"
"349795",40890,"O'Hare Airport","02/15/2017","W",8561,"2017"
"349984",40890,"O'Hare Airport","05/24/2003","A",6964,"2003"
"350045",40890,"O'Hare Airport","09/06/2003","A",6087,"2003"
"350140",40890,"O'Hare Airport","04/07/2013","U",8059,"2013"
"350159",40890,"O'Hare Airport","06/18/2005","A",7742,"2005"
"350378",40890,"O'Hare Airport","08/03/2009","W",9328,"2009"
"350602",40890,"O'Hare Airport","12/24/2011","A",5924,"2011"
"350654",40890,"O'Hare Airport","06/15/2005","W",9903,"2005"
"350672",40890,"O'Hare Airport","09/19/2011","W",10957,"2011"
"350840",40890,"O'Hare Airport","03/22/2009","U",7770,"2009"
"351211",40890,"O'Hare Airport","07/08/2016","W",13231,"2016"
"351376",40890,"O'Hare Airport","02/14/2006","W",7516,"2006"
"351402",40890,"O'Hare Airport","07/30/2007","W",10753,"2007"
"351577",40890,"O'Hare Airport","04/11/2009","A",6147,"2009"
"351784",40890,"O'Hare Airport","08/08/2016","W",12350,"2016"
"351861",40890,"O'Hare Airport","12/21/2001","W",7575,"2001"
"351888",40890,"O'Hare Airport","09/13/2008","A",1276,"2008"
"351952",40890,"O'Hare Airport","10/16/2008","W",9708,"2008"
"352023",40890,"O'Hare Airport","04/29/2005","W",10158,"2005"
"352265",40890,"O'Hare Airport","06/07/2014","A",8785,"2014"
"352657",40890,"O'Hare Airport","08/16/2015","U",11998,"2015"
"352692",40890,"O'Hare Airport","10/11/2009","U",9005,"2009"
"352740",40890,"O'Hare Airport","03/21/2012","W",8386,"2012"
"353213",40890,"O'Hare Airport","08/26/2003","W",7576,"2003"
"353235",40890,"O'Hare Airport","08/28/2017","W",11271,"2017"
"353316",40890,"O'Hare Airport","04/19/2009","U",6900,"2009"
"353394",40890,"O'Hare Airport","10/09/2012","W",9432,"2012"
"353436",40890,"O'Hare Airport","05/13/2004","W",8806,"2004"
"353596",40890,"O'Hare Airport","02/04/2009","W",6394,"2009"
"353598",40890,"O'Hare Airport","02/19/2013","W",8242,"2013"
"353647",40890,"O'Hare Airport","09/29/2003","W",8790,"2003"
"353704",40890,"O'Hare Airport","02/24/2014","W",8725,"2014"
"354120",40890,"O'Hare Airport","04/28/2017","W",12095,"2017"
"354196",40890,"O'Hare Airport","10/09/2011","U",10191,"2011"
"354401",40890,"O'Hare Airport","02/12/2009","W",8060,"2009"
"354519",40890,"O'Hare Airport","04/26/2015","U",10163,"2015"
"354786",40890,"O'Hare Airport","08/14/2017","W",12512,"2017"
"354925",40890,"O'Hare Airport","01/06/2009","W",7345,"2009"
"355363",40890,"O'Hare Airport","03/08/2006","W",8137,"2006"
"355393",40890,"O'Hare Airport","02/11/2015","W",7881,"2015"
"355447",40890,"O'Hare Airport","10/07/2017","A",11853,"2017"
"355580",40890,"O'Hare Airport","06/24/2007","U",8482,"2007"
"355815",40890,"O'Hare Airport","12/23/2013","W",8298,"2013"
"355937",40890,"O'Hare Airport","07/17/2012","W",9835,"2012"
"355970",40890,"O'Hare Airport","04/24/2010","A",6630,"2010"
"356073",40890,"O'Hare Airport","02/21/2017","W",9673,"2017"
"356269",40890,"O'Hare Airport","11/18/2007","U",6715,"2007"
"356293",40890,"O'Hare Airport","10/28/2017","A",9080,"2017"
"356294",40890,"O'Hare Airport","09/10/2005","A",7589,"2005"
"356305",40890,"O'Hare Airport","06/10/2016","W",15150,"2016"
"356323",40890,"O'Hare Airport","11/08/2008","A",6946,"2008"
"356434",40890,"O'Hare Airport","06/16/2006","W",11427,"2006"
"356456",40890,"O'Hare Airport","09/05/2007","W",8731,"2007"
"356471",40890,"O'Hare Airport","04/30/2007","W",9599,"2007"
"356814",40890,"O'Hare Airport","07/03/2014","W",12458,"2014"
"356856",40890,"O'Hare Airport","08/21/2011","U",9926,"2011"
"357341",40890,"O'Hare Airport","09/01/2007","A",9739,"2007"
"357500",40890,"O'Hare Airport","07/30/2011","A",8787,"2011"
"357578",40890,"O'Hare Airport","01/02/2014","W",9653,"2014"
"357654",40890,"O'Hare Airport","10/04/2006","W",8936,"2006"
"357693",40890,"O'Hare Airport","11/30/2016","W",9660,"2016"
"358015",40890,"O'Hare Airport","02/28/2009","A",5931,"2009"
"358025",40890,"O'Hare Airport","05/22/2012","W",10003,"2012"
"358140",40890,"O'Hare Airport","05/16/2016","W",12558,"2016"
"358527",40890,"O'Hare Airport","06/01/2003","U",7318,"2003"
"358854",40890,"O'Hare Airport","10/24/2005","W",9986,"2005"
"358968",40890,"O'Hare Airport","08/31/2002","A",3597,"2002"
"359056",40890,"O'Hare Airport","01/01/2010","U",6060,"2010"
"359109",40890,"O'Hare Airport","09/06/2007","W",8904,"2007"
"359298",40890,"O'Hare Airport","08/18/2017","W",14667,"2017"
"359456",40890,"O'Hare Airport","03/15/2010","W",8661,"2010"
"359481",40890,"O'Hare Airport","01/29/2001","W",8036,"2001"
"359746",40890,"O'Hare Airport","01/18/2017","W",8511,"2017"
"359776",40890,"O'Hare Airport","06/22/2002","A",7174,"2002"
"359984",40890,"O'Hare Airport","10/01/2003","W",7354,"2003"
"360281",40890,"O'Hare Airport","02/03/2013","U",6717,"2013"
"360293",40890,"O'Hare Airport","10/25/2001","W",7514,"2001"
"360601",40890,"O'Hare Airport","04/14/2004","W",8217,"2004"
"360844",40890,"O'Hare Airport","10/22/2012","W",10432,"2012"
"360981",40890,"O'Hare Airport","03/07/2010","U",6672,"2010"
"361039",40890,"O'Hare Airport","04/03/2002","W",7169,"2002"
"361240",40890,"O'Hare Airport","12/30/2011","W",9962,"2011"
"361358",40890,"O'Hare Airport","05/16/2007","W",9767,"2007"
"361421",40890,"O'Hare Airport","09/20/2014","A",8856,"2014"
"361440",40890,"O'Hare Airport","07/31/2012","W",10047,"2012"
"361581",40890,"O'Hare Airport","10/29/2012","W",9790,"2012"
